id,name,legacy_firestore_id,quantity,cost_price,unit_price
9a2b1268-a104-4c7a-a85b-9661139e35e6,Monkids,A2EstyJP2rvp7bL7tvFQ,3.00,1500.00,2000.00
086a51bb-0224-4660-b518-5e8a3018f49d,Roushun Skin Naturals Serum,ARzbO7TQXJ5LBTg5iBH3,1.00,2000.00,3000.00
ea012a4f-4a46-4bbd-bec9-e660f24e628a,Tessori Perfume Pink,AzfMZimNhQXYowS5mzv9,4.00,0.00,9000.00
ff6ffcd5-c05f-412c-805b-2116d287ac0a,Teens And Kiddie glow,B2O3l8zuOKGnnFEYHO5R,13.00,2500.00,3500.00
5576720b-aa7b-4f6a-95ab-4726c1915a93,Garnier Skin Naturals,BRQIVUc9uLxPg2TyRZfD,5.00,6000.00,8500.00
1f52337e-cd72-409d-a136-dfe9518e4201,Seoul 1988 Serum,BWo4A4DeeExcsm5fy021,6.00,11500.00,18000.00
fb197831-cc9d-4f66-b6d3-5db1437de4c6,tcb hair cream 100ml,BY6XBTpW6AlgUoxfDsYG,9.00,1200.00,1500.00
9c3c94dc-b707-4c74-9618-2fb120429d0b,Skeen Point Body Wash 1000ml,BiARHPiNwXaE6Fx3cmmp,8.00,9000.00,14000.00
3038915f-b254-46e1-9dce-46c98131bc78,Pr Bedon Paris royal,BytHXPLtTqgR4jwjn8M7,0.00,23000.00,29000.00
a4d24a02-76e9-4acd-a7b0-cc1e75d7db57,Asad 100ml,CCdnBl590hzPfA7Tg75i,8.00,24000.00,30000.00
0b8f0049-a023-4861-b47d-fdbf3d756ecc,sadoer salicylic acid wash,CTzZFDPjTPrsBqTuetX6,0.00,3000.00,7000.00
555c5958-b1a1-44b4-8d79-cd909b6cc3a8,Face Facts Vitamin C,CYMbSjwH0lP67VUrPf3S,4.00,5500.00,7500.00
f6962b51-2665-4c1d-83bf-1b7c3d570869,Olay 14 Days,Chei6j77rM9nTKCZUOD5,2.00,19000.00,27000.00
d5e52292-f751-4998-9268-654034f06b00,Medi Cube Collagen Jelly Cream,DfLZBlZ295a4taLM2vYK,6.00,15000.00,20000.00
f4b7eaf6-7231-44fc-9dc4-0c2d02ba7e54,Body Butter Lotion,Dkl2Sfc4H4LMch7JHFjr,12.00,9000.00,14000.00
edf91ac0-6b84-523f-9034-3b18051ac2ba,Bismid,bus_1768722675912/inventory/Dbt9zaviNmkNRqV2zN6o,1.00,13000.00,18000.00
cd9edbad-4d44-46aa-a9ac-c8ecf799c075,Veet Hair Removal,E7YfJxWfklS2ceZO5f1m,11.00,4000.00,4500.00
55fb2a44-ae7b-4b05-bdcc-9f9458fe3c19,Radiant Glow Exclusive,EHNiaVEwOuphthkKQ1th,8.00,7000.00,10000.00
765bb142-4933-4e44-b0a3-c7500032f383,milk teeth,EPKFDawIK5tB8RGNI65m,15.00,1000.00,1500.00
6e65b6f0-bb97-4fe5-a005-76d988070966,beauty formula face moisturizer,F575kX868XelW0nZakbl,12.00,3000.00,4000.00
e4a86d85-c88f-4002-b714-6c58044223cc,La Roche-posay sunscreen,FU0k9AARoOc3ZviWMCHS,29.00,15000.00,20000.00
5056f570-b0bc-4b9a-8957-5ee0dd0ee94a,Celebrity Half Cast Paris,FUbSCuUqHL1u4T5rQIS5,4.00,9000.00,12000.00
8b54ec55-cf25-4903-94d6-a5a3b2bc2853,simple toner,G6xDcYiXwf1zPlvDQle8,12.00,5000.00,6500.00
4d365c3d-fb8e-46c0-a3c9-107e72c4c415,alpha abutin soap,GCyf0p5hCicxbg3X7HI9,17.00,1800.00,3000.00
3fc4acb5-22db-4c48-8431-8ac2c88505d3,Damatol Medicated,GIucs1fyRalbmrO01pJ7,12.00,2000.00,3000.00
24fc20de-d37d-4f5d-854d-e8cf6c8d2cf6,Veet Gold Body Treatment Oil,GQAKBpqw0wg10xTjYbys,24.00,6000.00,9000.00
d0a0aed1-072b-4c73-b613-9f1f73a7ef55,LC Body Wash,GmvyiXaBz08zanmBqRws,6.00,9000.00,18000.00
db62c498-452d-464b-a1be-8f3f98ed1302,Snapchat lotion,Gt8zf5zIKh4608SLiF6t,6.00,28000.00,35000.00
44ead9b6-0052-4167-819e-e4a00aa7ee2c,so white Serum,H0ZyVWwoqeRW0GhsMPfx,3.00,11000.00,13500.00
63c1704d-05a8-458b-95e1-d6cd181bb31a,Elizabeth Arden Soap,HPItojAtUOoeZkb7Ijv0,19.00,1700.00,3000.00
7eaae7bb-1976-4062-a167-23a1b930cb99,Veet Gold Oil 1000 Ml,Hf0ZG1N0l2Feu4NgG90T,67.00,8500.00,11000.00
c71fe320-bf46-41a9-8ecb-910665c5764c,Precious Kid,HolATyJCPjTLFMnKcGsR,12.00,3200.00,3500.00
decc8ad1-d260-4fcc-84e2-7b91d452b44d,Glutathione injection Face Cream,HpRcAcV6c04eehjSDsQw,10.00,4500.00,8000.00
00876074-e7c6-45d5-8d65-ec0e91cc7d05,Veet Gold Acne Facial Gel,ICtmEuEN37SAxC3SkGNA,0.00,5000.00,10000.00
2cc8df4f-1c33-4efe-bf7e-bfa448cfce01,almas oil,INylgZofOf11o4SnJsEM,0.00,2000.00,2500.00
1829e4ca-1125-45fd-bfa3-6a96af948aee,Extract Soap,KZn6c91EzGmGIi81buEa,98.00,2000.00,2500.00
517f5649-5c27-4fd6-b54d-bbc763508937,E45 Junior,IUQyg8LWlFKznHBa2b1W,14.00,4500.00,6000.00
993092e2-75df-44c0-92c5-b6aa5a2b926e,emergency perfum,IYkUuR0CuLK78dAktVZz,1.00,3000.00,4000.00
fc6a49ad-ea9e-438e-b664-cf3d51071cb6,Colgate max cavity,Iir3fzwOaUSX9gQs5XPY,5.00,1500.00,2500.00
5e8dd7ed-9ee5-48d7-9465-2c8ddc85917f,Gluta white soap,IivOLFdZ9zlVs9DQ272h,0.00,1700.00,2000.00
72cabf06-2832-4e97-814e-e363d61c1979,Bismid Halfcast lotions,J1cpMFdQ6F1yfsUYIuUJ,3.00,21000.00,35000.00
271f8607-9afa-4ad7-98a4-af05853a46c7,Vaseline Vitamin B3 Body Oil,J3EfoPidndanYPnAD76A,9.00,6250.00,10000.00
13ced343-da6e-4df6-930e-659177c7f77b,Pleasing,J3GffdHMvOY0PTWKcgZQ,8.00,4000.00,5500.00
524acc2c-dc72-40e9-8637-52f19f9b0ff9,Aqua blue,JAQON0X63iUzEE1o7ofq,0.00,8000.00,13000.00
32e3e09c-2ce1-45bd-b55b-11d9c8643234,Red diamond perfume,JJXKWrK7o2WWeyr3cL5Y,2.00,3500.00,6000.00
5a77ff0f-f188-4f24-b5f0-09a9a598cd24,Facefact Ceramide Oil Control,JskJOnZy7slVvBLcLAI9,0.00,5000.00,9000.00
0f3baa7f-d451-4cd7-8b33-286a6f31abeb,face fact serum vitamin c 50ml,JtmPSCnmJuMNlPHzumro,6.00,4000.00,6000.00
172dbb4d-ffbc-4907-8288-4eb85ae49482,Khamrah Pefume 100ml,Jxz696nVRhQuO8wq69dD,4.00,35000.00,40000.00
1c4e1408-ce98-4425-a93e-4e25a66c6785,Happiness Spray,K2DT4407OhDJJV3Bo6Sa,4.00,2750.00,3500.00
2e0ca884-3bd1-4df7-a2a1-1af9b9bca7fd,V6 soap,K87kWpRWy8Muxhc6ehQI,17.00,1700.00,3500.00
24ac46e2-2711-4ecc-a665-3de64434094d,Elixir Lighy,KARqYt2z0GKNj2mJHmp9,0.00,4500.00,5500.00
5432f4a7-1ae6-4d85-b8ce-0887bd71d6d9,Advanced Korean Face Cream,KPcmKiW2B3bMuWm2C2AO,9.00,8500.00,10000.00
f858c3b2-dce5-4e2b-9915-d32d71679e76,Lataffa Spray,KrFeZD8XyfuqMRWaTuDl,6.00,0.00,4000.00
9dd6281d-5666-4151-b99b-6d72c875e00c,Topi cream mela,LB3HfioURBZ2nH0aH4Tb,1.00,58000.00,70000.00
e0de6c83-88d7-4da1-9adc-83a8563685ad,Ameer Oud Perfume 30ml,LK7SA0bVcwY5VJxkSaOp,9.00,2500.00,3500.00
d490b386-e8bc-4d2d-af73-8286342c1d86,Hexfli sugar scrub,LLTmNdGwBYZjt7maqeHV,14.00,3700.00,6000.00
869086ac-caf9-4b73-8d56-c44bbe907f99,ramz latafa,LZEWe8jZdwhlZgjJ7nOT,1.00,18000.00,27000.00
8575b627-b31a-4edf-a207-1817d5f09b59,vanilla roll on,LgwSUlMzTMXZ0r3LUnQZ,7.00,1500.00,2000.00
766e25b7-c4ab-4b19-b2f3-7436b37aeb7a,Blemish care wash,LqI07aOPAjsuGL1yd9YL,3.00,8000.00,13500.00
bbcd11a9-255d-4784-b769-6905507fc361,Aqua Sun Screen,M48VKdVgE3X5nKPKXWFa,5.00,10000.00,12000.00
896231e4-8b69-412c-9856-7019048df660,supermacy sprays,MAQXtWuEID0RwS5iIphu,4.00,0.00,4000.00
04353df4-dcbb-4f95-a1e4-1213c82a6235,Body Fantasia splash,Mc08kaTAZb1o9BwnaJON,4.00,3750.00,5000.00
4cbcc071-4e9a-41f8-84a7-3045586b813f,Active Caviar Drip,Me8EmvvyFrXTvmE4vlLU,4.00,6000.00,10000.00
2720eb71-9fac-40ff-8151-dd7fd6840d6d,Asad 50ml,MwiIKkDDCWNEhCKXDpbL,23.00,5000.00,8000.00
eee05611-3b37-4147-b020-7410e6c24185,anua serums,NBPuJWhvaENEHx44TwEF,18.00,11000.00,20000.00
6389f6dd-4461-4d61-9b61-add329f576d9,Veet Gold Face cream,NJITwIpe9U79IMgO5E26,18.00,2500.00,3500.00
2b25bf12-478f-4f26-9b56-fa61169f4add,Via Pinky Mint Diaffuser,NZJM99HTQ2xXg7zpYfyk,48.00,5500.00,7500.00
56c4910e-1f0a-4736-acc7-d25917b523fe,Gluta Berry 20000mg Soap,NpZhDdxZCCsgPFWC0hGf,27.00,1700.00,3000.00
19ca313f-67d3-40da-8a01-8d0a1325f6d7,baby secret baby gel,OAin0F09R9BlYLMOCQPN,2.00,5000.00,9000.00
7841c75e-87fd-4d37-bf40-18e1c56e181f,Mascolino spray,OF7zIQgO3GcySVmpLGjy,3.00,4500.00,0.00
d5054485-8507-46d8-b7e7-2e5cca85a4b5,peau de lune cleanser,OIUKemwkK835dHxJe3Rj,5.00,4500.00,6500.00
2912a49e-ff7d-4f44-ada6-66475d4ee6c7,aqua rich face cream,OIYWm0ehMg84mm354hY2,4.00,9000.00,13000.00
66b96f7c-65a8-4778-bcc6-d8ae7fc22442,Morrocan Argan Oil,OPhbCOtZ9zsC8GHmP73c,69.00,4000.00,7000.00
2863adca-516a-4cac-bd07-fbef3cd0bd44,Zinc Gummies,OdFwj0OQxA8TsHh5nwDZ,1.00,8000.00,10000.00
fcf933a8-570a-465e-b429-1a2fcff267d3,munjul mud,P0sLRFY9MrogjeQYZaYj,1.00,62000.00,68000.00
961edae0-7113-4201-aac5-437e49f1190b,simple vitamin c wash,PVO2DWUL5MEDL1oJO123,1.00,5500.00,7500.00
e0ceb652-7988-49c8-a60a-c190c54acb18,Makari Crystal,PfefU4KUZIGFxhPcnmq6,2.00,100000.00,130000.00
4a82255f-83a5-4a7b-b0b5-4f1f60daf45b,Lumine carrot and gold,PgxSHCLB7MrcHrY2K3Uh,6.00,5500.00,8000.00
dea92e75-da46-46c9-a80f-fe526362079f,face fact oil control face wash,Px5EctE67v0qpxDvPb8e,5.00,6000.00,9000.00
53240f8f-3372-457a-a5f3-f2573b24d7ee,Alada whitening soap,QDaxsM6JtgChiePajmCc,24.00,2000.00,4500.00
60e5a76c-d743-4ab2-9cd9-936cc5a4afbb,Bismid Kojic glutathione night face cream,QJQK5ljNDhmrQgYrmXeh,3.00,9000.00,18000.00
0b9115b4-9c47-40c9-8b76-3dba34d82b8d,AZALAIC ACID GEL EZANIC,QK99NnCVtWlZdRI7TSXF,3.00,7000.00,10000.00
7e145d5a-8650-4633-b517-c0d4880cc0fb,mothers dream wash,QPVtH1O9hPdWK2TGOToi,4.00,10000.00,12500.00
6bb4607f-d4f2-4419-a5cc-02e19f0f46d2,Alpha Arbutin Sugar Scrub,QQy0pYNVb8Ru7xKstuAv,11.00,4000.00,5000.00
426ceae8-c92c-445d-867e-ad364d03d2e6,riggs roll on,RqSBZGSOgA6lwhL5rTPh,13.00,1500.00,2000.00
f3e0a9ca-2df4-44b1-8427-50455f9a8870,garniar bar saop,QUTPFO98A4zwgxGLQkPz,33.00,1700.00,3500.00
8932fb49-fe5e-459a-959b-77aa18c2a65c,Fair And White Miss White,QZUlvQb9LlmDV2rQfk0m,0.00,9000.00,11000.00
619490a3-56e6-5cb7-a31d-3154046e41c7,Vee Beauty foundation,bus_1768722675912/inventory/LQYJB7GNtQHZ8i14JKy0,7.00,6000.00,8000.00
61dc2a89-dc48-4393-bb25-915c76c6fc2d,Sadoer collegen serum,QaLX8ym5tK44stkszJZR,11.00,3000.00,5000.00
94a9cbfa-7a56-49e8-a732-41b749ed803f,Snapchat Face Cream,Qn68DGb8kFO9iM6tB8UH,3.00,15000.00,20000.00
25e6537a-2b43-448b-b22c-cb87041df237,Baby Secret Body Wash Vitamin C,QrIVq4fsMu3bqEWXQjzY,2.00,6500.00,9000.00
879a4704-91eb-4991-aff9-b9396b09edd4,Sporting Waves,R0is7FHMgQMK91SgSTZv,1.00,9500.00,10500.00
a6589646-2827-4c30-b576-21e2ee40e787,pr Bedon puissance,R6Mp7xPXhHcttNGtAcd5,2.00,23000.00,27000.00
56db228f-b8fd-4eed-841e-f21a64127bd4,laviniar powder,RSTlSXnI5DkvCfgl68Sf,4.00,2000.00,2500.00
f0cb186d-d3eb-47c3-97a3-1c02df67fec5,Face Facts Hydrating Cleanser,RYxAJfrnXZDa9yvtbuAn,3.00,8000.00,9000.00
b35eb53e-d264-41d2-9aca-0f541059d66f,Golden Glow Exfoliating Gel,RbVWdyVhUDADgJuaGzKC,11.00,9166.00,12000.00
7db93334-2bec-45be-bbca-d027aad411e4,Colour Me,RjTAjhOoldTQaVWuwbng,6.00,2500.00,3300.00
cbd66766-14b5-495f-a2be-d967e016fac5,Baby Secret Vitamin C Oil and amino oil,RqEV732Emk7yNeWj179k,6.00,5000.00,8000.00
521c1f1b-ef58-4588-9939-4fac20a2d2a0,hit the spot wash face,S9dXpFtiKVAi1Ql2421e,12.00,4000.00,8000.00
777db401-f427-496e-907c-2c39e570ad6f,face facts soothing toner,SLtQ1YCqlilWoHGJWhJs,0.00,4500.00,6000.00
09201308-78d1-4980-918a-8ae66b7613d3,Biore Uv sunscreen big,SQY3ACswAk8Bb4oE7s7x,0.00,4500.00,8000.00
69f8398f-db52-44b6-9fed-5eacb268e63d,My Dear Body Lotion,SmVJNqWuTUTcq1XSpR7b,36.00,4500.00,6500.00
e57dcf40-f4fa-45a1-b341-4ac570b3cad9,Ophylia 100ml,SmqqNXaiJNqi806LLGIK,3.00,13000.00,18000.00
145ffe66-f098-4b55-9e72-7a1807907aad,Soothing And Moisture Aloe Vera,SrgJvaMJVrantLG8MFCs,7.00,1500.00,3000.00
456dcde1-2a84-414d-ac5c-8ce4e54ae313,Tessori Perfume,T1bLzVxjI5db7G6QtCPX,3.00,5000.00,6500.00
d641e2c6-3af9-47ff-987b-9abc3d382391,Supremacy Perfume 50ml,TEP2GAUlu8cfJpt7E4Kn,24.00,5500.00,9000.00
309cd1f4-d9bc-46fd-8a5a-12a87ab29b60,Cerave Healing Ointment,TGRXlTq6bGkARzK1QQf4,0.00,10000.00,15000.00
e8e7ef7a-7a95-4bc6-bb7d-caa22b6de9ab,Skinpolish,TZ58woFHalvdpdumi8Ow,9.00,2500.00,3500.00
08e23b4f-bf0b-4c01-9fbd-ab702a1b3298,Estelin whitening Mask,TgyNNmrJvgC5gdYK7hMD,3.00,4000.00,8000.00
587233c9-3fd6-4a48-ada4-dd1afda3362f,Gluta blend skin whitening supplement,Tw1aETM01Tk9JN4FeFgL,7.00,6000.00,13000.00
5586a624-8964-4f2a-9787-3395926741d5,Olay Wash,U6Vp6YTH4GJ8ETzDcd4M,5.00,16000.00,20000.00
c4f5cdca-b0d2-4f45-b704-23a5c12bf139,My Dear Body Spray,U6biO4p53hMtITkZG0ly,105.00,2500.00,4000.00
600d1cf0-6977-42a5-99e3-628dcce0c12c,simple purifying gel wash,UC77wtP72IaBheWiQgMX,6.00,5000.00,6000.00
dd5d1e9b-0a83-44a8-9eb9-f42d6d797380,X7 Lotions,UNmeJTGq1PWnHKX8cOhY,0.00,5000.00,6500.00
7e1fd573-f79e-4b84-8b8d-039263c2fd1c,Pretty Be,UQUGZfkSgNBMnkNYJGg6,21.00,6000.00,10000.00
57f379d9-f917-425b-ab9a-f37cb35dabd3,Hanna Secret,Uv2NlppXkrnNbvORR5CU,13.00,0.00,6000.00
3d2c740f-684d-44d6-aa24-2d69cd78aad8,Yara 50ml,QZsBkIAPIEdrBVeiUE5E,9.00,5000.00,8000.00
2044faa3-523a-4e57-bc56-f483a6117dff,Olay Vitamin C& retinol,SPv1ZDJOOBYnPxwx8BS0,7.00,16000.00,21000.00
0bd2ea47-6861-4880-8bd2-df19dcd9d702,Tovch Colour 80ml,VGWK4gtk3aMA9DhAvONH,2.00,3000.00,3500.00
b6bf8c44-dc9d-4679-8474-94f253bf6f5d,Kaly 50ml SMALL,XsfQik4HGIDsqut4yjWd,11.00,0.00,6000.00
815ad91c-5f7c-59ba-bcd3-48a6326c3614,Nine less serum,bus_1768722675912/inventory/NaXDF9XhKK07yeVHBFLx,4.00,14000.00,18000.00
a0104c5d-6070-48e0-8755-e4f1694fbc58,Trimula Tube,VHTGsFrtVT7GAzynI2Uf,4.00,13500.00,17000.00
e1901a3d-0ba2-425c-b188-99659ba46302,Teens Glow Wash,VHbG3Bncg8RepWiIx2bH,6.00,5000.00,6500.00
c07f45fb-822e-488d-8a3e-263eff3a4162,La Roche Posay Lotion and facial wash,VINvv9a40nnHkIh19BO2,10.00,15000.00,25000.00
87d5cc4e-dce2-4fe5-ac85-b8931d6412c4,Mulatto White Lotion,VecOhSbhNEyNTKGfzR8q,6.00,12000.00,20000.00
5e858b45-c984-4d9b-a9c4-e4086999d2c1,Veet Gold  Whitenizer soaps,Vg9toVGfMt1ITsKMVnCJ,22.00,1700.00,2500.00
443111be-9f89-4647-94dc-11a966b549da,Aqua Rich Body Lotion 500ml,VnkGxd877Ql4jmQrj9wM,8.00,9000.00,13000.00
a16fc081-1a9e-45c9-bb9c-d45d0057c3de,zaron body wash vitamin c,VqRkdo1VJioRBr5kCDu9,4.00,12500.00,14500.00
a081e343-bbd3-4cf7-8154-59b47c34c9b1,fairness skin lotion,VvY3hxtescBbN31FEBCB,0.00,4500.00,7000.00
0c05c1eb-308f-432d-8410-b44a71247dfc,Fem FRESH  wash,W9i0oX7hf4eSqUWslfnS,5.00,3000.00,4000.00
90fa83bd-4f5e-4054-8a3d-d298eb33b75a,Panoxyl Acne Wash,WDe2s9MRI8oniCAQSlSb,0.00,16000.00,20000.00
efd656b2-23e2-432b-9015-16d3bb0234aa,Ram 2 Lattafa,WSPP3MtrGPwXHy38TSt4,6.00,15000.00,23000.00
b05d16d6-e523-483b-be71-b889d5d27fd8,Advanced Korean Skin Oil,WSTCasMlIsUAxtD6zRT2,2.00,7900.00,11000.00
8b863c51-d537-45fa-860d-813f295c8d17,Cotton Pads,WazmiJ1Cyq3jCvUIeGkd,2.00,3500.00,0.00
6a4c4a09-0e83-4c3d-82ed-f452b65d512d,Paris Active Tone,Wdb4RkYOnw384jUJFVFn,6.00,6000.00,0.00
f3d36172-f094-4517-bc6b-ef65eea24a0e,brown orchid,WjXHoFt3m5nnota17cnj,1.00,12000.00,15000.00
0ec0bbb0-62f1-4332-a4ee-54310dbfeac9,sadoer collagen face cream,WkyEiUdLtONh48Yn5Zv4,10.00,3000.00,8000.00
9f49d0e2-17dd-49ee-a797-68c08a308f93,Veet Gold Whitening And Firming Lotion,X0CtJiLJ6n3FBQmngOVv,6.00,9000.00,11000.00
8b32d59c-d96b-4415-83e6-4508949c2737,Palmer Skin Success Lotion,X8geKanXuZ3QAvxvkkry,3.00,0.00,17000.00
4ec6edbf-1db8-4b60-ba8b-a15ec71a31c3,Beckon Professional SKIN LOTION,XJYw7aIBXivYMWnT5w46,9.00,3000.00,5000.00
2b94c44e-7dcc-45b1-8c6d-113f39d2a15f,Mega Growth Living Conditioner big,Xh5Lw9SEMRuK2Izw4tf7,11.00,2700.00,3500.00
178a0813-568c-4049-b72c-590f39c3679d,Aneeza Gold,XpkD8QVPzXcXbCQtKLSQ,11.00,2500.00,3000.00
a5b7d226-fe2e-49de-b6cf-fc831d6b7686,veet gold pimples wrinkles and kojic face soap,Xy0Sl4EQkpCuwVpg0MCN,28.00,2300.00,3500.00
57ac56aa-b521-4dc0-bee3-dadbd0e23644,Kids Glow lotion,Y5jbVohC8SqLrZL4Z5xs,8.00,2500.00,3000.00
d58c0c14-ea81-4ba2-a38b-0c4949b45da6,CeraVe 355ml,YD03QS5Se12lzBv12L2w,13.00,15000.00,24000.00
3b43305e-a52a-4049-b4af-249f661fdcc2,Ivory Glow,YGqAKeMO6Ge4wP3Dzb0S,2.00,9000.00,15000.00
0e0c816d-e865-4980-b75a-37e39ddd70f9,Skin Doctor Paris lotion,XC63TgbZFniwc4kVfdvB,10.00,5500.00,6500.00
31790328-fcc7-5b48-b78d-c82b09591592,Bismid Korean lotion perfect,bus_1768722675912/inventory/QGsAJRZnb9rhBotmeXLu,2.00,26000.00,50000.00
29e26542-cb22-4eb8-bae3-217deec70c85,Riggs Kids,OPHIQqA4Ipuv8AAGkiBV,17.00,0.00,2200.00
bdea0820-6e86-46bd-9914-d1550415ec80,Tretinol Gel Usp,4cHFUtQR6IzBrysikkRV,18.00,5000.00,7000.00
57661bc1-0530-4245-83c4-eb7180d0c9f6,Young And Fresh,ZdYhP5NiDwoKItuXKPta,11.00,2000.00,3500.00
0e17a1e8-8b5c-4d70-89a0-ce922b8550b8,enchantor roll on,MbH0KQdKvCVhMrhNwwWS,47.00,1500.00,2000.00
23dbf5ea-a503-439c-96b9-32dc7937c3b7,Fair Child LOTION,MdEyKzcAo3qAv6nkH4f2,37.00,2600.00,3500.00
19f005bf-9ef8-4cd8-8ea3-be00f67b96dd,Icon E45 Lotion,YJ0WB0J6hB1sDkTbvSAv,11.00,8000.00,11000.00
e6a401b5-82d1-411e-960f-85d63ad9293c,Body Treat 350ml,YLdccNXdUWv3qMoMXJRM,11.00,5000.00,7000.00
108691ea-8bcd-4eab-a29e-5f1a1ddeb4a4,Palmers Lotion 500ml,Z0cFbFpGfFNoL1mp3G5U,6.00,13000.00,17000.00
d10cbecf-92f2-414f-b7df-c8f76dbb6e3c,9pm 100ml big,Z2ux3tekhpcIpYKoUzPC,5.00,40000.00,55000.00
035f4ef1-9ccd-4b24-8e17-faec2a378c7d,Infinity Paris,Z3rvAycJXjKxzVjNBi8t,4.00,1900.00,3000.00
b5b5ef4a-8054-48b5-974f-7a5c4833fd37,enchanter powder big,Z42D3REXww0MNJld2Omq,3.00,3000.00,4000.00
070345a0-ea3f-444e-9ecf-f6128988c482,now rave 50ml colors,ZAYFX7HA2w9KEaZY3fhe,46.00,4500.00,7000.00
387d4ef2-1ea7-48f6-b0fe-ccad0428f68f,Li Vitamin E,ZBvSRVJDGCh2w0mRvRVj,13.00,5500.00,8000.00
cd4159d9-dd47-4aa7-b63d-f0df30a68e0f,nivea roll on derma,ZFk5Cm5BD9EzKgA35sjj,43.00,1866.00,2500.00
0ec71971-afc6-4390-a3b7-85bf5633ed85,Brut spray,ZRUviuhhRFmVPjLj0scZ,3.00,2800.00,3500.00
89f8952d-4740-4aac-925b-ea82329b2f36,Dancer Men,ZaRrysfX8Ew3HJfwVvXO,13.00,2300.00,3500.00
831d9bb3-fe24-48e9-aa45-a96d0ca733ea,Dove Beauty Cream Bar,YqkBGZFk8NrqylMEuHBC,27.00,4500.00,6000.00
5a39716f-cfed-425f-bf2e-5a6e775c3cf0,deal perfume,ZEt0aic0GJGapVp1YQWn,5.00,4600.00,6000.00
294f10de-338d-4959-8384-b5cba71424b5,paw paw soap,Zdu1KKn6sNt2Rfeax3Gy,18.00,1350.00,1800.00
78bae6e3-0f74-4b10-bf00-5421e30cbc7d,Baby Secret Vitamin C Lotion,Zgf5uZ5hNi4Lsv1MtaOF,1.00,5000.00,8000.00
5102ae0e-fae5-4a4e-9875-455a3f30a0d4,Skin Glow Deep lotion,ZmV0XoTBBAoUvPVM5pZJ,5.00,6500.00,13000.00
b6f3631a-1681-479c-b1eb-9ceed427ef55,kiddes teens,Zwkt4wlC4KPvtqEgFqAe,12.00,2500.00,3500.00
85cfc6ff-2c4a-4cd4-a2da-ae40128b94b9,baby Face children lotion,Zx1zoL6uxqxFvcYxHw4h,18.00,2500.00,3500.00
40b9c21d-d7f1-4f28-9632-88c3a90e11e4,Pei Mei Vitamin Serum and roushoun,ZzdDQxAtRy0CpilOKMcX,30.00,1500.00,2000.00
ae082fc5-ce7f-498d-8f6d-c3c937f37de5,Minoxidil,aYkvnAN0QSNUC7QGOxZk,28.00,5000.00,10000.00
c6bd5b78-cc95-4e90-8b13-c00041889c4a,Feather Touch Hair Removal,aa3GybgDfbzLS6qdIiEk,2.00,1500.00,2500.00
365b6256-305d-4153-ae33-aafe5008dcc2,Bio Oil 200ml,ae61fGKioReVPdGP1iAa,2.00,10000.00,18000.00
7d7e1009-b2ae-4ba7-affe-6c5b092409de,Element,al47DZRtfRrg3GVL3hAv,0.00,3000.00,4500.00
9cf204ba-79f7-411d-b386-f9388d5e07ae,Nivea perfect %radiant,bMHUjUP39rDsm5TeLjZQ,3.00,4375.00,5000.00
5ca45af9-8773-4455-9e52-7456240097a5,retinol peptide oil,bjj4O73Zc7POJKO2vw0L,10.00,6000.00,10000.00
1a4bb79e-9299-4add-babd-de040613dd21,vironi pad,c1F5n9VWoZAUUWuzZVgo,7.00,1980.00,2300.00
9db05fd4-c8e4-471a-821e-abc84393b0c3,Happiness Perfume,cAJdsr0F4U58F3wyrdh6,4.00,6700.00,8000.00
39afbd1f-533f-41d6-8d6d-a12eff27a9df,Vaseline Cocoa Radiant Body Oil,cDrrh1DKwKaAjDSodWuG,13.00,6250.00,10000.00
a7df1b2a-9481-4e19-9da1-97ffbc4adc15,Dr Teals Body Lotion,cMNqoxCtI6rc7Wse5PRm,3.00,7000.00,10000.00
abb2de0b-d698-46d9-8fcd-2e3312090a3b,Longrich Toothpaste,cST7ePHMAcQu05ag4qXk,15.00,6500.00,8500.00
a02a4ff3-c623-46e9-a9eb-7fc12f11b2ec,amlactin soap,cYu8F5ne9ilGShqTGOnt,53.00,1700.00,3500.00
d5688285-51f1-442e-83f2-b932f0980809,Glow Bliss Carrot,b1JTIWWILKDNNIc981n3,0.00,7000.00,12000.00
c2e05a3b-565f-43d1-a3a4-c971c94631ad,The Ordinary toner,A7jBWAm97SrPzSl9u1qY,16.00,15000.00,25000.00
3d576d3c-ce2b-4773-9080-f6c19efe669e,Taminos Soap,fas7yzGc63S20KX6J1pb,22.00,0.00,2500.00
2b822695-b07b-460a-a5b5-53959f47386e,ramz lattafa 50ml,cbkBzlT1JlfuCNcf5Qtn,23.00,4400.00,8000.00
d8bf3d84-357e-4258-a8f6-c02c13a97ad2,anua toner,cpKjf5O4KNsP8os8sQ4n,23.00,15000.00,22000.00
19237ebf-4e52-4b65-8f09-ee296e0ee618,Ameer Oud 100ml,cquabw4M0bjAX1u2OWq2,1.00,18000.00,25000.00
00a027bd-6266-4308-9a44-08544b92cdd1,Asante Half Cast Glow,dGDe2L2L1SDmT42b1lxH,7.00,3000.00,3500.00
5c36fdbb-9e11-4345-a848-ac8d27ead89d,Super Collagen Neocell suplement,dKAuPagwdD6Uc5HVzcOw,0.00,5000.00,10000.00
